Location,Activity,Budget Level,Interest Categories,Travelling with whom
Bentota,"Exhilarating Madu River cruise to witness mangroves, many small islands, cinnamon plantation and the fish therapy",medium,"photography & arts, adventure & sports, nature & wildlife",solo
Bentota,"Exhilarating Madu River cruise to witness mangroves, many small islands, cinnamon plantation and the fish therapy",medium,"nature & wildlife, adventure & sports, photography & arts",partner
Bentota,"Exhilarating Madu River cruise to witness mangroves, many small islands, cinnamon plantation and the fish therapy",low,"nature & wildlife, adventure & sports",friends
Bentota,"Exhilarating Madu River cruise to witness mangroves, many small islands, cinnamon plantation and the fish therapy",high,"photography & arts, adventure & sports, nature & wildlife",partner
Bentota,"Exhilarating Madu River cruise to witness mangroves, many small islands, cinnamon plantation and the fish therapy",high,"photography & arts, adventure & sports, nature & wildlife",friends
Bentota,"Exhilarating Madu River cruise to witness mangroves, many small islands, cinnamon plantation and the fish therapy",high,"nature & wildlife, photography & arts",family
Bentota,"Exhilarating Madu River cruise to witness mangroves, many small islands, cinnamon plantation and the fish therapy",low,"nature & wildlife, adventure & sports, photography & arts",family
Bentota,"Exhilarating Madu River cruise to witness mangroves, many small islands, cinnamon plantation and the fish therapy",low,"photography & arts, nature & wildlife",family
Bentota,"Water sports including Jet Ski, Banana boat ride, tube ride, canoeing, etc",medium,"beach & water activities, adventure & sports",partner
Bentota,"Water sports including Jet Ski, Banana boat ride, tube ride, canoeing, etc",high,"adventure & sports, photography & arts, beach & water activities",partner
Bentota,"Water sports including Jet Ski, Banana boat ride, tube ride, canoeing, etc",medium,"photography & arts, beach & water activities, adventure & sports",family
Bentota,"Water sports including Jet Ski, Banana boat ride, tube ride, canoeing, etc",high,"adventure & sports, beach & water activities",solo
Bentota,"Water sports including Jet Ski, Banana boat ride, tube ride, canoeing, etc",medium,"photography & arts, beach & water activities, adventure & sports",partner
Bentota,"Water sports including Jet Ski, Banana boat ride, tube ride, canoeing, etc",medium,"photography & arts, beach & water activities, adventure & sports",family
Bentota,"Water sports including Jet Ski, Banana boat ride, tube ride, canoeing, etc",high,"beach & water activities, adventure & sports, photography & arts",partner
Bentota,"Water sports including Jet Ski, Banana boat ride, tube ride, canoeing, etc",high,"beach & water activities, adventure & sports, photography & arts",family
Bentota,"Water sports including Jet Ski, Banana boat ride, tube ride, canoeing, etc",medium,"beach & water activities, adventure & sports",partner
Bentota,"Water sports including Jet Ski, Banana boat ride, tube ride, canoeing, etc",low,"adventure & sports, photography & arts, beach & water activities",family
Bentota,"Water sports including Jet Ski, Banana boat ride, tube ride, canoeing, etc",high,"beach & water activities, photography & arts",solo
Bentota,"Water sports including Jet Ski, Banana boat ride, tube ride, canoeing, etc",high,"photography & arts, adventure & sports",partner
Bentota,"Water sports including Jet Ski, Banana boat ride, tube ride, canoeing, etc",high,"adventure & sports, beach & water activities, photography & arts",partner
Bentota,"Water sports including Jet Ski, Banana boat ride, tube ride, canoeing, etc",medium,"beach & water activities, photography & arts",friends
Bentota,"Water sports including Jet Ski, Banana boat ride, tube ride, canoeing, etc",high,"adventure & sports, beach & water activities",partner
Bentota,Kanda Vihara Temple,low,"photography & arts, culture & heritage, spiritual & religious",solo
Bentota,Kanda Vihara Temple,high,"photography & arts, culture & heritage",family
Bentota,Kanda Vihara Temple,high,"culture & heritage, photography & arts, spiritual & religious",partner
Bentota,Kanda Vihara Temple,high,"culture & heritage, photography & arts",solo
Bentota,Kanda Vihara Temple,medium,"photography & arts, culture & heritage, spiritual & religious",solo
Bentota,Kanda Vihara Temple,medium,"spiritual & religious, culture & heritage, photography & arts",solo
Bentota,Kanda Vihara Temple,high,"culture & heritage, photography & arts",partner
Bentota,Kanda Vihara Temple,low,"spiritual & religious, culture & heritage, photography & arts",partner
Bentota,Kanda Vihara Temple,low,"photography & arts, culture & heritage, spiritual & religious",family
Bentota,Kanda Vihara Temple,high,"photography & arts, spiritual & religious, culture & heritage",family
Bentota,Kanda Vihara Temple,medium,"culture & heritage, spiritual & religious",friends
Bentota,Kanda Vihara Temple,high,"spiritual & religious, photography & arts",partner
Bentota,Kanda Vihara Temple,low,"culture & heritage, spiritual & religious, photography & arts",friends
Bentota,Kanda Vihara Temple,high,"spiritual & religious, culture & heritage",solo
Bentota,Kanda Vihara Temple,high,"culture & heritage, photography & arts, spiritual & religious",solo
Bentota,Souvenir & gift shop,low,"culture & heritage, entertainment & nightlife, food & cuisine",family
Bentota,Souvenir & gift shop,high,"food & cuisine, entertainment & nightlife",family
Bentota,Souvenir & gift shop,high,"entertainment & nightlife, culture & heritage, food & cuisine",family
Bentota,Souvenir & gift shop,medium,"entertainment & nightlife, food & cuisine, culture & heritage",solo
Bentota,Souvenir & gift shop,low,"food & cuisine, culture & heritage, entertainment & nightlife",friends
Bentota,Souvenir & gift shop,medium,"food & cuisine, culture & heritage",solo
Bentota,Souvenir & gift shop,high,"food & cuisine, entertainment & nightlife",solo
Bentota,Souvenir & gift shop,high,"culture & heritage, entertainment & nightlife, food & cuisine",friends
Bentota,Souvenir & gift shop,medium,"entertainment & nightlife, culture & heritage",solo
Bentota,Souvenir & gift shop,high,"food & cuisine, entertainment & nightlife, culture & heritage",friends
Bentota,Souvenir & gift shop,medium,"food & cuisine, culture & heritage, entertainment & nightlife",partner
Bentota,Souvenir & gift shop,medium,"food & cuisine, entertainment & nightlife, culture & heritage",partner
Bentota,Souvenir & gift shop,high,"food & cuisine, culture & heritage, entertainment & nightlife",partner
Bentota,Souvenir & gift shop,high,"food & cuisine, culture & heritage, entertainment & nightlife",family
Bentota,Souvenir & gift shop,low,"culture & heritage, entertainment & nightlife",friends
Bentota,Spice and herbal garden,low,"education & learning, food & cuisine, nature & wildlife",friends
Bentota,Spice and herbal garden,medium,"nature & wildlife, food & cuisine",partner
Bentota,Spice and herbal garden,low,"food & cuisine, nature & wildlife, education & learning",family
Bentota,Spice and herbal garden,high,"food & cuisine, nature & wildlife, education & learning",partner
Bentota,Spice and herbal garden,high,"nature & wildlife, food & cuisine",friends
Bentota,Spice and herbal garden,medium,"education & learning, food & cuisine, nature & wildlife",friends
Bentota,Spice and herbal garden,medium,"nature & wildlife, food & cuisine",solo
Bentota,Spice and herbal garden,medium,"nature & wildlife, food & cuisine",solo
Bentota,Spice and herbal garden,low,"nature & wildlife, education & learning",solo
Bentota,Spice and herbal garden,high,"nature & wildlife, food & cuisine, education & learning",family
Bentota,Spice and herbal garden,low,"nature & wildlife, food & cuisine, education & learning",solo
Bentota,Spice and herbal garden,high,"food & cuisine, nature & wildlife",solo
Bentota,Spice and herbal garden,low,"food & cuisine, nature & wildlife",solo
Bentota,Spice and herbal garden,low,"food & cuisine, education & learning, nature & wildlife",family
Bentota,Spice and herbal garden,medium,"food & cuisine, education & learning, nature & wildlife",friends
Bentota,Mask Factory,low,"photography & arts, education & learning",family
Bentota,Mask Factory,high,"photography & arts, culture & heritage",partner
Bentota,Mask Factory,low,"photography & arts, culture & heritage",family
Bentota,Mask Factory,high,"photography & arts, culture & heritage",family
Bentota,Mask Factory,low,"education & learning, photography & arts, culture & heritage",family
Bentota,Mask Factory,low,"photography & arts, education & learning, culture & heritage",family
Bentota,Mask Factory,medium,"photography & arts, education & learning, culture & heritage",partner
Bentota,Mask Factory,high,"culture & heritage, photography & arts",solo
Bentota,Mask Factory,high,"culture & heritage, education & learning",solo
Bentota,Mask Factory,low,"photography & arts, education & learning, culture & heritage",friends
Bentota,Mask Factory,medium,"culture & heritage, education & learning",friends
Bentota,Mask Factory,medium,"photography & arts, culture & heritage",partner
Bentota,Mask Factory,low,"culture & heritage, education & learning",friends
Bentota,Mask Factory,low,"photography & arts, education & learning, culture & heritage",partner
Bentota,Mask Factory,medium,"photography & arts, culture & heritage, education & learning",partner
Bentota,Moon stone mines,low,"photography & arts, culture & heritage, education & learning",friends
Bentota,Moon stone mines,high,"photography & arts, culture & heritage, education & learning",solo
Bentota,Moon stone mines,high,"culture & heritage, photography & arts",friends
Bentota,Moon stone mines,medium,"photography & arts, culture & heritage, education & learning",friends
Bentota,Moon stone mines,low,"education & learning, photography & arts, culture & heritage",solo
Bentota,Moon stone mines,low,"culture & heritage, education & learning, photography & arts",solo
Bentota,Moon stone mines,low,"culture & heritage, education & learning",family
Bentota,Moon stone mines,low,"photography & arts, education & learning, culture & heritage",friends
Bentota,Moon stone mines,medium,"photography & arts, culture & heritage",friends
Bentota,Moon stone mines,medium,"education & learning, photography & arts, culture & heritage",solo
Bentota,Moon stone mines,high,"education & learning, photography & arts",family
Bentota,Moon stone mines,medium,"culture & heritage, education & learning, photography & arts",friends
Bentota,Moon stone mines,high,"photography & arts, education & learning, culture & heritage",solo
Bentota,Moon stone mines,high,"culture & heritage, photography & arts, education & learning",friends
Bentota,Moon stone mines,medium,"culture & heritage, photography & arts",solo
Bentota,Day Excursion to Galle,low,"adventure & sports, photography & arts, culture & heritage",solo
Bentota,Day Excursion to Galle,low,"adventure & sports, culture & heritage, photography & arts",partner
Bentota,Day Excursion to Galle,low,"culture & heritage, photography & arts",solo
Bentota,Day Excursion to Galle,medium,"culture & heritage, adventure & sports, photography & arts",partner
Bentota,Day Excursion to Galle,high,"culture & heritage, adventure & sports",family
Bentota,Day Excursion to Galle,medium,"adventure & sports, photography & arts",solo
Bentota,Day Excursion to Galle,high,"adventure & sports, photography & arts, culture & heritage",family
Bentota,Day Excursion to Galle,high,"photography & arts, adventure & sports",partner
Bentota,Day Excursion to Galle,high,"adventure & sports, culture & heritage",partner
Bentota,Day Excursion to Galle,high,"photography & arts, adventure & sports, culture & heritage",solo
Bentota,Day Excursion to Galle,medium,"adventure & sports, culture & heritage",friends
Bentota,Day Excursion to Galle,medium,"culture & heritage, photography & arts, adventure & sports",partner
Bentota,Day Excursion to Galle,low,"photography & arts, culture & heritage, adventure & sports",solo
Bentota,Day Excursion to Galle,medium,"culture & heritage, adventure & sports, photography & arts",family
Bentota,Day Excursion to Galle,medium,"culture & heritage, adventure & sports",friends
Bentota,Glass-bottomed boat ride to witness coral reeves,medium,"nature & wildlife, beach & water activities, photography & arts",family
Bentota,Glass-bottomed boat ride to witness coral reeves,high,"beach & water activities, nature & wildlife",friends
Bentota,Glass-bottomed boat ride to witness coral reeves,medium,"beach & water activities, photography & arts",friends
Bentota,Glass-bottomed boat ride to witness coral reeves,low,"photography & arts, nature & wildlife",partner
Bentota,Glass-bottomed boat ride to witness coral reeves,low,"beach & water activities, nature & wildlife",family
Bentota,Glass-bottomed boat ride to witness coral reeves,low,"photography & arts, beach & water activities",family
Bentota,Glass-bottomed boat ride to witness coral reeves,low,"photography & arts, nature & wildlife, beach & water activities",family
Bentota,Glass-bottomed boat ride to witness coral reeves,medium,"nature & wildlife, beach & water activities, photography & arts",friends
Bentota,Glass-bottomed boat ride to witness coral reeves,medium,"nature & wildlife, photography & arts, beach & water activities",partner
Bentota,Glass-bottomed boat ride to witness coral reeves,high,"beach & water activities, photography & arts, nature & wildlife",solo
Bentota,Glass-bottomed boat ride to witness coral reeves,low,"beach & water activities, nature & wildlife, photography & arts",family
Bentota,Glass-bottomed boat ride to witness coral reeves,low,"beach & water activities, nature & wildlife, photography & arts",friends
Bentota,Glass-bottomed boat ride to witness coral reeves,medium,"photography & arts, beach & water activities",family
Bentota,Glass-bottomed boat ride to witness coral reeves,high,"beach & water activities, photography & arts",friends
Bentota,Glass-bottomed boat ride to witness coral reeves,medium,"photography & arts, nature & wildlife",friends
